image_path,readable,width,height,channels,aspect_ratio,dtype,min_pixel,max_pixel,median_pixel,p01_pixel,p99_pixel,mean_pixel,std_pixel,pixel_entropy,unique_pixel_ratio,unique_pixel_count,dark_pixel_ratio,bright_pixel_ratio,edge_density,noise_estimate,background_ratio,border_dark_ratio,blur_score,contrast,clip_low_percent,clip_high_percent,nonzero_ratio,blank,quality_status,quality_flags,error,sha256,phash,dhash,image_id
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000250_016.png,True,1024,1024,1,1.0,uint8,5,247,188.0,12.0,243.0,174.88876724243164,48.30948168818332,7.353243399375165,0.94921875,243,0.0,0.0,0.022182464599609375,1.0,6.866455078125e-05,0.0003515625,76.93769293971127,48.30948168818332,0.0,0.0,0.9999313354492188,False,VALID,,,729c2624c1f763eedef4efb14bd6df027bfe4205869ae04a88df9693010a9d95,992a471f500f5d4f,b293333232b2f0f0,00000250_016
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000251_000.png,True,1024,1024,1,1.0,uint8,0,225,140.0,0.0,202.0,136.2551498413086,41.612987631542794,7.145704044941295,0.8828125,226,0.015903472900390625,0.0,0.00970458984375,0.0,0.019756317138671875,0.1009375,62.312327371677384,41.612987631542794,1.5903472900390625,0.0,0.9802436828613281,False,VALID,,,73b2e1359c5e500e152eb61748bc164308934f8aea70cae73ede9b8faa4aabc4,8d0f87194d54565f,e3f33733333331b0,00000251_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000251_001.png,True,1024,1024,1,1.0,uint8,0,230,152.0,3.0,219.0,146.46147537231445,51.02557348725401,7.32112035715563,0.890625,228,0.005157470703125,0.0,0.008609771728515625,0.0,0.0363922119140625,0.14419921875,88.98905781643406,51.02557348725401,0.5157470703125,0.0,0.9636077880859375,False,VALID,,,2db52b19729565d99be20fb5fe0d81827895573abf86541b290e243fa05d4f78,880a861a5f5d5e7e,f0f133333333b2e0,00000251_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000251_002.png,True,1024,1024,1,1.0,uint8,1,219,135.0,50.0,212.0,136.0981330871582,46.75150156012066,7.339030244747004,0.85546875,219,0.00203704833984375,0.0,0.008670806884765625,0.0,0.002197265625,0.0134765625,71.69645684718853,46.75150156012066,0.203704833984375,0.0,0.997802734375,False,VALID,,,92c850a097a8bc9089eba537166b256e71400ef8f27ea26af2c8e308b1c07d6e,bb7bc58410115d5f,bb1b1b99d9f9f8f0,00000251_002
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000251_003.png,True,1024,1024,1,1.0,uint8,0,247,178.0,4.0,232.0,160.9507942199707,57.18170924800081,7.482183127680938,0.9453125,242,0.002471923828125,0.0,0.025146484375,1.0,0.012134552001953125,0.0851953125,51.09481108910404,57.18170924800081,0.2471923828125,0.0,0.9878654479980469,False,VALID,,,87dea40eb1ae373ff97d06f975d83f8e909b8c212454d4b428a989a3eb235aec,d91906161e5b5f1e,f09393b3b3d39384,00000251_003
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000251_004.png,True,1024,1024,1,1.0,uint8,1,224,138.0,41.0,216.0,136.16569900512695,46.46808092888054,7.442250667200572,0.875,224,9.918212890625e-05,0.0,0.00812530517578125,0.0,0.003597259521484375,0.02787109375,56.730360984802246,46.46808092888054,0.009918212890625,0.0,0.9964027404785156,False,VALID,,,4c3c465069656527bc914163676623ed76437742d9fcfc173b14c3bf9d296485,d62e51c1d15e4c5e,ec6e656472e0e0c0,00000251_004
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000252_001.png,True,1024,1024,1,1.0,uint8,0,255,121.0,0.0,234.0,116.24967956542969,68.63147536818103,7.776196432672254,1.0,256,0.02681732177734375,0.00086212158203125,0.037014007568359375,1.0,0.052371978759765625,0.16123046875,71.75367705611279,68.63147536818103,2.681732177734375,0.086212158203125,0.9476280212402344,False,VALID,,,70082593211235ca16127321545cf5a8ec538ff81bda82e89dbfd1245adad6ee,9969061e1b4f5a7a,f296131333f0f0f8,00000252_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000252_000.png,True,1024,1024,1,1.0,uint8,0,233,143.0,0.0,220.0,133.1336784362793,58.659394299558315,7.531106468383674,0.90234375,231,0.0234375,0.0,0.031925201416015625,1.0,0.023609161376953125,0.133203125,198.76902424491706,58.659394299558315,2.34375,0.0,0.9763908386230469,False,VALID,,,dfdec6979f703b5bb2432ef9a83b24ce0c4b1b7fdf26db2f7fba29402be738cb,882f075e596978f8,f0b393b3b3f0f0f8,00000252_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000253_000.png,True,1024,1024,1,1.0,uint8,6,252,189.0,15.0,246.0,174.55795288085938,55.72459228078386,7.493347826120166,0.96484375,247,0.0,0.0,0.02423095703125,1.0,0.0,0.0,379.5419446339365,55.72459228078386,0.0,0.0,1.0,False,VALID,,,178943f721e38bc5f30afb48a4cffa8ab342e7b9f57cac0cb9f20a27d07a2c4b,b939061e141b5d5f,f21313133333d2e0,00000253_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000254_000.png,True,1024,1024,1,1.0,uint8,0,248,179.0,0.0,243.0,157.0694236755371,70.61043328302142,7.454917980242485,0.96875,248,0.0574798583984375,0.0,0.03525543212890625,1.0,0.058361053466796875,0.32478515625,211.15222651860677,70.61043328302142,5.74798583984375,0.0,0.9416389465332031,False,REVIEW,CLIP_LOW,,c4b0928152ee105bcde0cdd6b822a097f8f213a1b00093f5600c5ea965e97cdf,dd2cd21373431b53,363636323272e0e0,00000254_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000254_001.png,True,1024,1024,1,1.0,uint8,0,245,167.0,0.0,238.0,152.95190048217773,61.612754379282265,7.509942274027209,0.9609375,246,0.03696441650390625,0.0,0.04276275634765625,1.0,0.038600921630859375,0.21359375,137.96063441863225,61.612754379282265,3.696441650390625,0.0,0.9613990783691406,False,VALID,,,6b1379566256919f56924ae766d66e17282271c95a4cedb6fc6938f99c6860e6,dd38d24b420fd44f,b0363636323272e0,00000254_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000254_002.png,True,1024,1024,1,1.0,uint8,2,230,168.0,22.0,224.0,160.26173782348633,39.32450532415184,7.124060466109975,0.89453125,229,0.0,0.0,0.0155029296875,0.0,0.004604339599609375,0.0334375,64.66034730010142,39.32450532415184,0.0,0.0,0.9953956604003906,False,VALID,,,4e7c902790854a726e8858c019e19a4c74318f13c95989f5db57a817eb70fe8f,887f871f09471e4d,e01733333332f0e0,00000254_002
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000255_000.png,True,1024,1024,1,1.0,uint8,9,250,168.0,14.0,246.0,153.97411346435547,61.888667786361914,7.668966989187509,0.9453125,242,0.0,0.0,0.03272247314453125,1.0,0.0,0.0,66.56076404590567,61.888667786361914,0.0,0.0,1.0,False,VALID,,,a4df9e49500757b97b7bd08265f070423d6aceda7cf9598d0b404111fa6d4129,9b681c179a1e5a1f,f1939b9bdb587878,00000255_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000255_001.png,True,1024,1024,1,1.0,uint8,0,255,111.0,0.0,221.0,104.05743789672852,61.07539555292597,7.5437409626572105,0.99609375,255,0.0226593017578125,0.000316619873046875,0.024997711181640625,0.0,0.09281539916992188,0.337109375,366.6003430090931,61.07539555292597,2.26593017578125,0.0316619873046875,0.9071846008300781,False,VALID,,,e24b88dd9f110efce4d4d3ef41be00f7f2b72649f8c9a67a6970713f17424cb1,c03d434a4f0f4f4f,e0aca4a4a5a5e1c1,00000255_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000255_002.png,True,1024,1024,1,1.0,uint8,0,255,173.0,13.0,222.0,160.6249656677246,49.08097945214909,7.237342996666834,1.0,256,0.000225067138671875,0.000682830810546875,0.0194244384765625,0.0,0.0003204345703125,0.0,228.6198537921882,49.08097945214909,0.0225067138671875,0.0682830810546875,0.9996795654296875,False,VALID,,,0bf5fe421e456db988c68526760c1e9a910250074b31930402c2c1170129c6fd,9d78d78b5ea880a5,7914161756525074,00000255_002
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000255_003.png,True,1024,1024,1,1.0,uint8,0,255,174.0,14.0,225.0,158.69969177246094,55.383291016832786,7.262308240735829,1.0,256,0.00034332275390625,0.00067901611328125,0.02114105224609375,0.0,0.000438690185546875,3.90625e-05,228.8078265240037,55.383291016832786,0.034332275390625,0.067901611328125,0.9995613098144531,False,VALID,,,7e077636e27e7ed36db398a66203be232ce2c183bf2b7cbfbd37c9611a60a538,8a7d0b8d0fb5a4b4,7335b5b7b5b5f5d1,00000255_003
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000255_004.png,True,1024,1024,1,1.0,uint8,0,255,136.0,0.0,244.0,128.60467910766602,69.2244360799364,7.761740814707641,1.0,256,0.020717620849609375,0.00026702880859375,0.06410980224609375,1.0,0.027584075927734375,0.135390625,499.140213153325,69.2244360799364,2.0717620849609375,0.026702880859375,0.9724159240722656,False,VALID,,,b9ff6165233e8eec407eaf1ffb91d10b9c90cf1e61d7c0ad0f18cec698a6218d,d528071f0e9e2b8f,f096969696d0d4e4,00000255_004
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000255_005.png,True,1024,1024,1,1.0,uint8,0,255,119.0,6.0,229.0,114.53525161743164,60.67184809736343,7.649115432025013,1.0,256,0.00144195556640625,0.00054168701171875,0.050395965576171875,1.0,0.0058135986328125,0.010703125,506.32015820400545,60.67184809736343,0.144195556640625,0.054168701171875,0.9941864013671875,False,VALID,,,4065ef69fe0ff2d4fe6151aff2a070364546c3223a400d5bab1d2c9c290bd5a8,956817538f5e0b0f,f4b69696d2d0f0f0,00000255_005
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000256_000.png,True,1024,1024,1,1.0,uint8,0,253,129.0,0.0,229.0,119.4117660522461,68.46394939713294,7.552610874119024,0.9921875,254,0.08618545532226562,0.0,0.035320281982421875,1.0,0.09156417846679688,0.304921875,104.13635778227763,68.46394939713294,8.618545532226562,0.0,0.9084358215332031,False,REVIEW,CLIP_LOW,,8a16f6047e94f4e69b1bc223895c88dce0cc3c6fda20dbb7f955849dfd86a98f,d939465e1b457839,7092933333b0e0f0,00000256_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000258_000.png,True,1024,1024,1,1.0,uint8,0,242,137.0,0.0,236.0,127.97317886352539,71.58406024421764,7.658317874451299,0.94921875,243,0.014923095703125,0.0,0.0246124267578125,1.0,0.09478378295898438,0.284609375,55.07173930108547,71.58406024421764,1.4923095703125,0.0,0.9052162170410156,False,VALID,,,330a84281256b485881cebf25a22fbf64d0a77133c767d369e7b535aa9513fd2,dd2ac31b18ae38b9,30f21636b2b2a2b2,00000258_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000259_000.png,True,1024,1024,1,1.0,uint8,1,251,174.0,1.0,242.0,158.59195709228516,65.83305999293823,7.536986636166035,0.93359375,239,0.02530670166015625,0.0,0.029453277587890625,1.0,0.02530670166015625,0.1418359375,140.50475048064254,65.83305999293823,2.530670166015625,0.0,0.9746932983398438,False,VALID,,,a6e87b21bcae3eee86c7e0a1ab4adeb48a319aac94938f9720a5e77580ff8b58,897a17061a5f5e99,f093939b9bf0f0f0,00000259_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000260_000.png,True,1024,1024,1,1.0,uint8,0,246,82.0,0.0,233.0,98.5955810546875,75.80944856120558,7.493627048819887,0.96484375,247,0.0189971923828125,0.0,0.04122161865234375,1.0,0.046222686767578125,0.11138671875,121.18362018460175,75.80944856120558,1.89971923828125,0.0,0.9537773132324219,False,VALID,,,51a7afcc13912a48e2e8f0bc5788c52df4cc132f4a5fdcc487a35858f2573657,d13d42465b3de439,71d296b2f0c4d0f0,00000260_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000261_000.png,True,1024,1024,1,1.0,uint8,0,255,103.0,0.0,217.0,105.36248016357422,67.36903551442391,7.542884792756249,1.0,256,0.01409149169921875,0.000308990478515625,0.036983489990234375,1.0,0.021030426025390625,0.0995703125,100.57992710825056,67.36903551442391,1.409149169921875,0.0308990478515625,0.9789695739746094,False,VALID,,,f536fb5cd1a36a51701ace8f05a715d9a2d1f23907c024fd17b8bab97e4a7119,c13d1ac34d1ae96d,f29696b2f2c0f0f0,00000261_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000261_001.png,True,1024,1024,1,1.0,uint8,1,243,164.0,1.0,229.0,146.4765167236328,68.27584515615816,7.4130910288356375,0.9375,240,0.045269012451171875,0.0,0.029972076416015625,0.0,0.045276641845703125,0.25357421875,137.6390323562082,68.27584515615816,4.5269012451171875,0.0,0.9547233581542969,False,VALID,,,f387ad2cc8f2d99af98a70974ca32aadd5c193ea1dbae74002a706b7e4d1f936,887b57825f996a85,319393b3b3c3e2c0,00000261_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000261_002.png,True,1024,1024,1,1.0,uint8,0,255,108.0,0.0,203.0,108.21094131469727,63.223020282553954,7.40510522055959,0.98828125,253,0.016124725341796875,0.000652313232421875,0.021099090576171875,0.0,0.02849578857421875,0.11591796875,289.08421386020194,63.223020282553954,1.6124725341796875,0.0652313232421875,0.9715042114257812,False,VALID,,,a3bf80374a9ed6b0133ccaa7d2f6be8c5c4818bf0fac3273871981a2d75b3300,857c860f5f195d49,72969692d2d0f0e4,00000261_002
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000261_003.png,True,1024,1024,1,1.0,uint8,0,255,112.0,0.0,228.0,110.81877136230469,72.35444009623642,7.638738070794778,1.0,256,0.01806640625,0.00310516357421875,0.04759979248046875,1.0,0.027294158935546875,0.13693359375,99.20158325436933,72.35444009623642,1.806640625,0.310516357421875,0.9727058410644531,False,VALID,,,48269e6093e96a78332f00e1975de35122bb5e79e3e0da107c70e4ca17c9d7ec,c43f12411eb4e9b7,333216b6b2b2c4f0,00000261_003
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000261_004.png,True,1024,1024,1,1.0,uint8,2,212,113.0,4.0,202.0,111.3779182434082,57.044446950003966,7.463179307942385,0.82421875,211,0.0,0.0,0.02063751220703125,0.0,0.053409576416015625,0.18017578125,46.283810521810665,57.044446950003966,0.0,0.0,0.9465904235839844,False,VALID,,,45478f5d5c4892086d2ef72e680c8ac9e89068dd84f70ffed907a438fa8f635b,9568168e1e1b1f5b,f29292da78607878,00000261_004
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000261_005.png,True,1024,1024,1,1.0,uint8,0,255,122.0,3.0,228.0,118.6802864074707,71.23388161584901,7.638907096592472,1.0,256,0.008243560791015625,0.001613616943359375,0.037471771240234375,1.0,0.014163970947265625,0.07140625,72.02609447616851,71.23388161584901,0.8243560791015625,0.1613616943359375,0.9858360290527344,False,VALID,,,5e61305aa8a9d979c7b3ea3d19c1c6213dcbdaa4e52b78a5fb620e3dbaa196a7,85681e875f1ee84b,f29693d2d2c2f0f0,00000261_005
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000261_006.png,True,1024,1024,1,1.0,uint8,0,251,182.0,0.0,238.0,160.7301788330078,69.55248998053509,7.5023623138822675,0.96484375,247,0.017578125,0.0,0.031635284423828125,1.0,0.017578125,0.0987890625,144.05896884085087,69.55248998053509,1.7578125,0.0,0.982421875,False,VALID,,,9938e71724ff51020d87d326d20af5baad9b1f5f76414a2d027e6b5b21cc3e63,c97d14965f0c5ec8,f09313337383c0f0,00000261_006
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000261_007.png,True,1024,1024,1,1.0,uint8,0,255,126.0,0.0,229.0,121.2530288696289,71.99155998022104,7.667245565269346,1.0,256,0.013580322265625,0.001552581787109375,0.0407867431640625,1.0,0.024425506591796875,0.0876953125,92.74543179733155,71.99155998022104,1.3580322265625,0.1552581787109375,0.9755744934082031,False,VALID,,,87051425a2e7272de1ce6e33d84b5441e0246a0a6c8a6948a9ae057d3a37d428,856816055f5ee86f,f29696b2f2c2d0f0,00000261_007
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000262_000.png,True,1024,1024,1,1.0,uint8,2,247,187.0,16.0,241.0,168.41900253295898,61.75762892885574,7.52901684478115,0.9609375,246,0.0,0.0,0.0287628173828125,1.0,0.005035400390625,0.03849609375,76.8070843777241,61.75762892885574,0.0,0.0,0.994964599609375,False,VALID,,,de31a44bbb52c3be810e81f25c7e928b4226c26ef7cdd227c720de1acf23d757,a939c64a1b4f4f19,f19793333333b0f0,00000262_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000264_000.png,True,1024,1024,1,1.0,uint8,0,250,183.0,38.0,232.0,164.69429779052734,56.2855268273199,7.40972939123419,0.95703125,245,0.002471923828125,0.0,0.037372589111328125,1.0,0.0028228759765625,0.0166796875,86.36963321173971,56.2855268273199,0.2471923828125,0.0,0.9971771240234375,False,VALID,,,c29e2256adbfa703d05842af0c2b8cae9a89707434b8d16c329e6b7c70d10e0e,f939d6c2530f4742,303333333391a0e0,00000264_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000265_000.png,True,1024,1024,1,1.0,uint8,0,248,174.0,18.0,231.0,161.42584991455078,53.03166385309368,7.4380302097978905,0.921875,236,0.00249481201171875,0.0,0.03192901611328125,1.0,0.00249481201171875,0.013359375,65.76730196824064,53.03166385309368,0.249481201171875,0.0,0.9975051879882812,False,VALID,,,a7b22a36701b0bddc2b9af1ca7196826fcff33101804fe446f1573089720f272,d92b4616124f1e7b,f1931332b2b2e2f0,00000265_000
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000265_001.png,True,1024,1024,1,1.0,uint8,8,249,192.0,12.0,242.0,172.75592041015625,58.04605907207518,7.4647677783683495,0.94140625,241,0.0,0.0,0.026035308837890625,1.0,0.0,0.0,57.185253058036324,58.04605907207518,0.0,0.0,1.0,False,VALID,,,d30bb3d96cc366fea710ff1e40f0e75303e7cf1ca731b72afb44cb3903a43693,dd29460e124f0ebf,f09213123272e0f0,00000265_001
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000265_002.png,True,1024,1024,1,1.0,uint8,4,248,182.0,6.0,244.0,157.03518295288086,73.31889989179581,7.584370356748728,0.95703125,245,0.0,0.0,0.027072906494140625,1.0,0.006938934326171875,0.01224609375,154.95738303288817,73.31889989179581,0.0,0.0,0.9930610656738281,False,VALID,,,8d1d77f62f7c033b7c9a948abf126f7fa492b9cb0f438595be5efbc46094024b,d91945069eda4abe,f09333333171c0e0,00000265_002
C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\Chest_XRay_Dataset\xray_images\00000265_003.png,True,1024,1024,1,1.0,uint8,0,249,126.0,0.0,237.0,118.09710693359375,73.32563756504676,7.6810412764770355,0.9765625,250,0.0221710205078125,0.0,0.0292816162109375,1.0,0.068450927734375,0.1917578125,70.8252483731485,73.32563756504676,2.21710205078125,0.0,0.931549072265625,False,VALID,,,74162656bff3c674863fcca0352a73575fcd3a9cecdc747df3d963e5fb29341f,d939464e9cc8cdb8,f0931392b2f0e0e0,00000265_003
