duplicate_type,hamming_distance,image_id_a,image_path_a,image_id_b,image_path_b
NEAR_DUPLICATE,6,00009248_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00009248_000.png,00021676_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00021676_000.png
NEAR_DUPLICATE,6,00009248_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00009248_000.png,00025888_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00025888_001.png
NEAR_DUPLICATE,6,00009566_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00009566_000.png,00019766_004,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00019766_004.png
NEAR_DUPLICATE,6,00009566_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00009566_000.png,00021185_007,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00021185_007.png
NEAR_DUPLICATE,6,00010032_010,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00010032_010.png,00022726_009,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00022726_009.png
NEAR_DUPLICATE,6,00010914_009,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00010914_009.png,00019021_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00019021_002.png
NEAR_DUPLICATE,6,00013917_056,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00013917_056.png,00019021_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00019021_002.png
NEAR_DUPLICATE,6,00014380_004,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00014380_004.png,00014571_011,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00014571_011.png
NEAR_DUPLICATE,6,00015186_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00015186_000.png,00016205_006,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016205_006.png
NEAR_DUPLICATE,6,00015186_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00015186_000.png,00018527_010,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00018527_010.png
NEAR_DUPLICATE,6,00016691_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016691_001.png,00019021_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00019021_002.png
NEAR_DUPLICATE,6,00016691_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016691_001.png,00022726_009,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00022726_009.png
NEAR_DUPLICATE,4,00017662_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00017662_001.png,00019021_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00019021_002.png
NEAR_DUPLICATE,6,00017862_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00017862_000.png,00020060_008,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00020060_008.png
NEAR_DUPLICATE,6,00018527_010,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00018527_010.png,00019395_018,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00019395_018.png
NEAR_DUPLICATE,6,00018527_010,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00018527_010.png,00025888_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00025888_001.png
NEAR_DUPLICATE,6,00019395_018,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00019395_018.png,00027073_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00027073_000.png
NEAR_DUPLICATE,6,00020983_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00020983_002.png,00021676_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00021676_000.png
NEAR_DUPLICATE,6,00021676_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00021676_000.png,00025888_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00025888_001.png
NEAR_DUPLICATE,6,00003191_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00003191_001.png,00012752_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00012752_002.png
NEAR_DUPLICATE,6,00000869_006,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00000869_006.png,00004832_003,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00004832_003.png
NEAR_DUPLICATE,6,00001088_018,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00001088_018.png,00005002_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00005002_002.png
NEAR_DUPLICATE,6,00003239_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00003239_001.png,00008888_014,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00008888_014.png
NEAR_DUPLICATE,6,00003446_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00003446_000.png,00012060_006,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00012060_006.png
NEAR_DUPLICATE,6,00005002_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00005002_002.png,00008888_014,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00008888_014.png
NEAR_DUPLICATE,6,00006738_006,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00006738_006.png,00027617_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00027617_001.png
NEAR_DUPLICATE,6,00008888_014,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00008888_014.png,00024080_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00024080_000.png
NEAR_DUPLICATE,6,00011896_004,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00011896_004.png,00016686_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016686_000.png
NEAR_DUPLICATE,6,00011896_004,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00011896_004.png,00024080_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00024080_000.png
NEAR_DUPLICATE,2,00012060_006,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00012060_006.png,00016177_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016177_000.png
NEAR_DUPLICATE,4,00012060_006,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00012060_006.png,00016686_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016686_000.png
NEAR_DUPLICATE,6,00012060_006,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00012060_006.png,00024080_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00024080_000.png
NEAR_DUPLICATE,6,00013876_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00013876_000.png,00019035_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00019035_000.png
NEAR_DUPLICATE,6,00016177_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016177_000.png,00016686_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016686_000.png
NEAR_DUPLICATE,6,00016686_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016686_000.png,00024080_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00024080_000.png
NEAR_DUPLICATE,4,00019035_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00019035_000.png,00022947_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00022947_001.png
NEAR_DUPLICATE,6,00024080_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00024080_000.png,00028410_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00028410_000.png
NEAR_DUPLICATE,6,00005218_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00005218_002.png,00006332_006,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00006332_006.png
NEAR_DUPLICATE,6,00013420_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00013420_000.png,00025825_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00025825_002.png
NEAR_DUPLICATE,6,00013420_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00013420_000.png,00027566_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00027566_002.png
NEAR_DUPLICATE,6,00013420_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00013420_000.png,00028432_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00028432_000.png
NEAR_DUPLICATE,2,00030636_012,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00030636_012.png,00030636_013,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00030636_013.png
NEAR_DUPLICATE,6,00009600_003,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00009600_003.png,00010718_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00010718_002.png
NEAR_DUPLICATE,6,00025013_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00025013_000.png,00025047_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00025047_000.png
NEAR_DUPLICATE,4,00011700_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00011700_001.png,00028402_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00028402_000.png
NEAR_DUPLICATE,6,00002777_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00002777_000.png,00007520_004,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00007520_004.png
NEAR_DUPLICATE,6,00006741_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00006741_000.png,00008802_008,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00008802_008.png
NEAR_DUPLICATE,4,00007460_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00007460_000.png,00013511_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00013511_002.png
NEAR_DUPLICATE,6,00007520_004,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00007520_004.png,00027028_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00027028_002.png
NEAR_DUPLICATE,2,00008551_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00008551_000.png,00023651_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00023651_000.png
NEAR_DUPLICATE,6,00006841_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00006841_002.png,00020224_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00020224_001.png
NEAR_DUPLICATE,6,00009517_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00009517_000.png,00012294_010,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00012294_010.png
NEAR_DUPLICATE,6,00009517_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00009517_000.png,00015171_020,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00015171_020.png
NEAR_DUPLICATE,6,00006372_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00006372_002.png,00007620_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00007620_001.png
NEAR_DUPLICATE,6,00010548_009,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00010548_009.png,00018509_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00018509_002.png
NEAR_DUPLICATE,4,00018509_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00018509_002.png,00018592_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00018592_000.png
NEAR_DUPLICATE,4,00019400_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00019400_000.png,00026137_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00026137_002.png
NEAR_DUPLICATE,6,00010842_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00010842_001.png,00021499_013,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00021499_013.png
NEAR_DUPLICATE,6,00012626_012,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00012626_012.png,00019783_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00019783_000.png
NEAR_DUPLICATE,6,00013144_004,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00013144_004.png,00018703_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00018703_002.png
NEAR_DUPLICATE,4,00013392_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00013392_001.png,00018689_003,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00018689_003.png
NEAR_DUPLICATE,6,00016918_017,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016918_017.png,00017049_011,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00017049_011.png
NEAR_DUPLICATE,6,00011048_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00011048_001.png,00015843_005,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00015843_005.png
NEAR_DUPLICATE,6,00011048_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00011048_001.png,00016177_009,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016177_009.png
NEAR_DUPLICATE,6,00015843_005,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00015843_005.png,00016177_009,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016177_009.png
NEAR_DUPLICATE,4,00015843_005,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00015843_005.png,00025117_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00025117_002.png
NEAR_DUPLICATE,6,00016177_009,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016177_009.png,00025117_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00025117_002.png
NEAR_DUPLICATE,6,00003951_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00003951_000.png,00007316_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00007316_000.png
NEAR_DUPLICATE,6,00002817_012,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00002817_012.png,00015563_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00015563_002.png
NEAR_DUPLICATE,6,00005810_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00005810_000.png,00015563_002,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00015563_002.png
NEAR_DUPLICATE,6,00008480_000,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00008480_000.png,00017267_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00017267_001.png
NEAR_DUPLICATE,6,00014452_013,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00014452_013.png,00017267_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00017267_001.png
NEAR_DUPLICATE,6,00017401_005,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00017401_005.png,00027584_008,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00027584_008.png
NEAR_DUPLICATE,6,00003681_005,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00003681_005.png,00003822_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00003822_001.png
NEAR_DUPLICATE,6,00008925_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00008925_001.png,00028661_006,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00028661_006.png
NEAR_DUPLICATE,6,00010815_021,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00010815_021.png,00029713_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00029713_001.png
NEAR_DUPLICATE,6,00016630_014,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00016630_014.png,00029713_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00029713_001.png
NEAR_DUPLICATE,6,00027784_004,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00027784_004.png,00028572_001,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00028572_001.png
NEAR_DUPLICATE,6,00015679_004,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00015679_004.png,00017138_012,C:\Users\manik\Downloads\Medical Image Annotation & Dataset Quality Pipeline\data\nih_sample\raw\images\00017138_012.png
